Number	Source	Context	Possessor_animacy	Possessor_length 	Possessum_length 	Final_sibilancy 	Prototypicality	Genitive_type 	Register 
913	BLOG	"Wilson wanted the college to be a scholarly model of learning placed in the center of campus for all to see, while West wanted it to be located off the"	N	1	2	Y	Y	0f_gen	OT
914	ACAD	"from the Plains Indians. Pecos, the Spanish soon learned, was the center of trade on the eastern fringe of the Pueblo country. The Pueblos and Plains Indians"	N	1	2	N	N	0f_gen	LT
915	BLOG	"able to enjoy our wedding day, and not feel overwhelmed by being the center of attention. We compromised by having a smaller ceremony/sit-down dinner on a Friday night ("	N	1	2	N	N	0f_gen	OT
916	ACAD	"a recent uplift of the Alps, whereby "" a great elevation of the center of the chain broke off the ice and dislodged the glaciers, "" thereby sending them"	N	2	2	N	Y	0f_gen	LT
917	WEB	"moving in the direction of least resistance. These particles will move to the center of a larger particle; only then, to be pushed out again by other particles"	N	3	2	N	Y	0f_gen	OT
918	WEB	"proved the indispensable quality and power of helicopters, and this innovation became the center of strategic operations in subsequent conflicts. innovations: 1952: Improved Body Armor #"	N	2	2	Y	N	0f_gen	OT
919	ACAD	"be inseparable from matter, and it follows that matter is present in the center of the circle, and therefore capable of compenetration, and therefore non-extended (f. 9"	N	2	2	N	Y	0f_gen	LT
920	NEWS	"in federal mortgage insurance and loan programs. "" These things were on the edge of solvency when the economy was decent, "" said Ronald Utt, a policy analyst"	N	1	2	Y	N	0f_gen	LT
921	ACAD	those higher in humor creativity: they are willing to walk closer to the edge of propriety. # These preliminary findings should be interpreted cautiously. In spite of the	N	1	2	N	Y	0f_gen	LT
922	WEB	"people marching alongside. Survivors, years later, told of halting at the edge of the Mississippi in the middle of winter, the river running full of ice,"	N	2	2	N	Y	0f_gen	OT
923	NEWS	"the table. Spectators and teams quickly abandon the bleachers and surge to the edge of the stage, shouting advice. ("" Give him more thumb! "" """	N	2	2	N	Y	0f_gen	LT
924	NEWS	"surrounding seafloor - suggesting that it represents a fragment of crust torn from the edge of one continent or another. That's why Canada, Greenland, and Russia each"	N	4	2	N	Y	0f_gen	LT
925	BLOG	"'s rural poverty. Today, however, even as Spain teeters on the edge of economic catastrophe, the Galician city La Corua has attracted notice as the hometown of"	N	2	2	N	N	0f_gen	OT
926	WEB	can't get here soon enough! Obama has brought our country to the edge of a cliff and if re-elected will push us over said cliff. # August 14	N	2	2	N	Y	0f_gen	OT
927	BLOG	"with a better example.) These sorts of questions are often at the edge of scientific knowledge, and it is not always easy to recognize what they are."	N	2	2	N	N	0f_gen	OT
928	WEB	of collapse. Now the biggest banks are threatening to take us to the edge of an ecological catastrophe if they	N	3	2	N	N	0f_gen	OT
929	WEB	"what they are now calling The Interchange, a major transit hub at the edge of their downtown central business district. This new nexus, designed by EE &K; a"	N	5	2	N	Y	0f_gen	OT
930	ACAD	"of earth, and the muddy basin here emerges to the right along the edge of the swamp. # The marshland's pestilential vapors and its warm, humid climate"	N	2	2	N	N	0f_gen	LT
931	WEB	"had ravaged France. They disembarked and fortified themselves at Appledore, on the edge of the forest. They were followed by eighty ships conveying a second force of raiders"	N	2	2	N	Y	0f_gen	OT
932	BLOG	which is mostly treeless. You'd think finding the way back to the edge of the Everfree would be easy... Fortunately this spry ass knew the way. #	N	2	2	N	N	0f_gen	OT
933	WEB	"Another hinge on one end is attached to a clamp he secures to the edge of a table. "" Now, "" he says, holding the bar vertically,"	N	2	2	N	Y	0f_gen	OT
934	WEB	"Full of characters rich in heart, smarts, and courage, On the Edge of the Dark Sea of Darkness presents a world of wonder and a tale children of"	N	5	2	Y	Y	0f_gen	OT
935	WEB	"that Helena lay awake, unable or unwilling to surrender. Myka tucked the edge of the blanket along Helena's back and, with a sigh, lowered her head"	N	2	2	N	Y	0f_gen	OT
936	BLOG	"a spill from the goalkeeper after Rafael had sent in a piledriver from the edge of the box. # But Norwich managed to hold out. In doing so,"	N	2	2	Y	Y	0f_gen	OT
937	WEB	cross section also indicates that the New Jersey barrier is placed right on the edge of the constructed pavement. There should be at least 100m of constructed pavement beyond the	N	3	2	N	Y	0f_gen	OT
938	NEWS	"Beach's pier, located at 39th Place near Belmont Brewing Company on the edge of Belmont Shore, is unique among piers on the Southern California coast because of the"	N	2	2	N	Y	0f_gen	LT
939	WEB	". # The fringe of aging "" finger piers "" that had lined the edge of the island for a century would be demolished to make way for new residential and"	N	2	2	N	Y	0f_gen	OT
940	WEB	". It is night. He solemnly bows before a little altar at the edge of the roof, and then walks calmly through the mostly deserted streets of his run-down"	N	2	2	N	Y	0f_gen	OT
941	ACAD	"storage tanks have revealed that areas above the waterline (i.e., along the edge of structural roof supports, between intermittent welds, and around the compression ring, upper"	N	3	2	Y	Y	0f_gen	LT
942	NEWS	"plane to Tallahassee. # "" We don't think we're on the edge of a constitutional crisis and we don't intend to try to provoke a constitutional crisis"	N	3	2	Y	N	0f_gen	LT
943	BLOG	"this case, is God's plan for Felix Baumgartner to sky-dive from the edge of space (likely enshrined as one of the greatest daredevils ever!) or to"	N	1	2	Y	N	0f_gen	OT
944	WEB	"shield, you can kick the Orcs shooting the arrows at you off the edge of the waterfall for more "" Excellents "". Locksmithes. # Hint: Gap Of"	N	2	2	N	N	0f_gen	OT
945	WEB	"now 44, came here to the Granjeno Research Natural Area, on the edge of the Laguna Atascosa National Wildlife Refuge (LANWR), as a graduate student on"	N	6	2	N	N	0f_gen	OT
946	NEWS	"to the motel with him, then raped her in the shrubs at the edge of the motel property. # 1600 block of Briarwood Road N.E. A woman was attacked"	N	3	2	N	N	0f_gen	LT
947	WEB	of money. Our goal is to use minimal advertising to simply support the cost of maintaining and improving the site. The possibility of earning something from the links does	N	5	2	N	N	0f_gen	OT
948	ACAD	management of complications in a given patient can add thousands of dollars to the cost of the original surgery. Additional costs are also incurred by a patient's family in	N	3	2	N	N	0f_gen	LT
949	BLOG	", but don't feel like you are obligated to do it at the cost of your sanity. # Finally, if none of this works and you get a"	N	2	2	N	N	0f_gen	OT
950	NEWS	"ought to have. "" And later: "" In order to bring the cost of health care down, we don't need to have a board of 15 people"	N	2	2	N	N	0f_gen	LT
951	BLOG	"Ivy League schools based on whichever school was the best fit rather than the cost of the educations. # "" The goal was to make it affordable and something that"	N	2	2	Y	N	0f_gen	OT
952	ACAD	per client toward fair market monthly rent and $ 55 per client toward the cost of monthly housing support services. The remaining support and treatment services delivered were paid for	N	4	2	Y	N	0f_gen	LT
953	ACAD	"). Although implementing health care reform will be expensive and challenging, the cost of failure is higher. # THE NURSE PRACTITIONER ROLE Because the need for accessible quality"	N	1	2	N	N	0f_gen	LT
954	WEB	accommodations may remove play areas that are merely ancillary amenities rather than incur the cost of barrier removal under the 2010 Standards. The Department has decided that the comments did	N	2	2	N	N	0f_gen	OT
955	WEB	"efficient) with a thermal, never PV, panel? What is the cost of the first plan, the utility plan? Tremendous in $, huge depletion of"	N	3	2	N	N	0f_gen	OT
956	NEWS	"museums, you can get a high-quality traveling exhibition for a fraction of the cost of a Monet, "" says Professor Brooks. # The title of the Hammer show"	N	2	2	N	N	0f_gen	LT
957	NEWS	participate in a prescription-drug plan. Insurance would pay for 50 percent of the cost of drugs above an initial $ 275 deductible. # Coverage: Would lapse once total	N	1	2	Y	N	0f_gen	LT
958	WEB	"need to be reasonable to attain, and maintain, certification "". The cost of the Accessiweb certification is significant: EUR 3.500 (USD 4.670 at the time of"	N	3	2	N	N	0f_gen	OT
959	ACAD	"miscommunications, and rehashing issues that have already been settled once. # The cost of that friction is buried in law firm overhead but adds substantially to the real cost"	N	2	2	N	N	0f_gen	LT
960	NEWS	"issues that will be paramount for the next generation -- the environment and the cost of government. Savings from reduced need for building acquisition, maintenance, heating and security"	N	1	2	N	N	0f_gen	LT
961	ACAD	". in Amesbury, Mass., to treat processing exhaust for less than the cost of traditional oxidation. # The devices are designed to treat VOC-laden exhaust streams from a"	N	2	2	N	N	0f_gen	LT
962	BLOG	bumping into superman and batman every other month just to boost sales at the cost of real stories. # I liked Hellblazer because it wasn't involved with crossovers or	N	2	2	Y	N	0f_gen	OT
963	ACAD	the many specialty clinics to which he has been sent (each at the cost of a day off from work) will coincide with his disease of the moment. 85	N	5	2	N	N	0f_gen	LT
964	NEWS	prison if they can not be rehabilitated. # The money would cover the cost of adding 576 TYC beds that the agency estimates the proposal would require. # This	N	4	2	N	N	0f_gen	LT
965	NEWS	"BOE is calculated by dividing the reported cost of acquiring unproven properties plus the cost of exploration and development activities by the proven reserve additions from field extensions and discoveries,"	N	4	2	N	N	0f_gen	LT
966	NEWS	"120 gigabytes or more. # Dr. Indeck adds that these days, the cost of hard-drive space, after adjusting for inflation, now stands at a paltry one-tenth of"	N	2	2	Y	N	0f_gen	LT
967	BLOG	". Reductions related to other prescription drugs have regularly occurred. # "" The cost of prescription drugs incur a tremendous burden to the U.S. economy, whether paid by private"	N	2	2	Y	N	0f_gen	OT
968	NEWS	"provide debates like this on a regular basis nationwide, you'd cut the cost of presidential campaigns in half. And then as a condition of being part of that"	N	2	2	Y	N	0f_gen	LT
969	ACAD	"actually made during the next half century usually had only one tier. The cost of three full tiers put them beyond most people's reach, but the model in"	N	3	2	Y	N	0f_gen	LT
970	BLOG	"jobs live paycheck to paycheck and should get raises to keep up with the cost of living. Also pensions are based on the 5 highest years salary, if you"	N	1	2	N	N	0f_gen	OT
